accession	reference	antibiotic	mic	mic_numeric
ERR3623432	Lan2020	ceftriaxone	0.064	0.064
ERR3623432	Lan2020	ciprofloxacin	>32	32
ERR3623432	Lan2020	penicillin	1.5	1.5
ERR3623432	Lan2020	spectinomycin	16	16
ERR3623432	Lan2020	tetracycline	1.5	1.5
ERR3623431	Lan2020	azithromycin	0.5	0.5
ERR3623431	Lan2020	cefixime	0.19	0.19
ERR3623431	Lan2020	ceftriaxone	0.064	0.064
ERR3623431	Lan2020	ciprofloxacin	24	24
ERR3623431	Lan2020	penicillin	2	2
ERR3623431	Lan2020	spectinomycin	8	8
ERR3623431	Lan2020	tetracycline	2	2
ERR3623430	Lan2020	azithromycin	0.38	0.38
ERR3623430	Lan2020	cefixime	0.032	0.032
ERR3623430	Lan2020	ceftriaxone	0.047	0.047
ERR3623430	Lan2020	ciprofloxacin	>32	32
ERR3623430	Lan2020	penicillin	12	12
ERR3623430	Lan2020	spectinomycin	12	12
ERR3623430	Lan2020	tetracycline	3	3
ERR3623429	Lan2020	azithromycin	0.38	0.38
ERR3623429	Lan2020	cefixime	0.094	0.094
ERR3623429	Lan2020	ceftriaxone	0.094	0.094
ERR3623429	Lan2020	ciprofloxacin	>32	32
ERR3623429	Lan2020	penicillin	1	1
ERR3623429	Lan2020	spectinomycin	12	12
ERR3623429	Lan2020	tetracycline	>256	256
ERR3623428	Lan2020	azithromycin	0.38	0.38
ERR3623428	Lan2020	cefixime	0.125	0.125
ERR3623428	Lan2020	ceftriaxone	0.125	0.125
ERR3623428	Lan2020	ciprofloxacin	>32	32
ERR3623428	Lan2020	penicillin	1	1
ERR3623428	Lan2020	spectinomycin	12	12
ERR3623428	Lan2020	tetracycline	>256	256
ERR3623426	Lan2020	azithromycin	0.5	0.5
ERR3623426	Lan2020	cefixime	0.064	0.064
ERR3623426	Lan2020	ceftriaxone	0.094	0.094
ERR3623426	Lan2020	ciprofloxacin	>32	32
ERR3623426	Lan2020	penicillin	>32	32
ERR3623426	Lan2020	spectinomycin	12	12
ERR3623426	Lan2020	tetracycline	64	64
ERR3623425	Lan2020	azithromycin	0.75	0.75
ERR3623425	Lan2020	cefixime	0.064	0.064
ERR3623425	Lan2020	ceftriaxone	0.094	0.094
ERR3623425	Lan2020	ciprofloxacin	6	6
ERR3623425	Lan2020	penicillin	1	1
ERR3623425	Lan2020	spectinomycin	24	24
ERR3623425	Lan2020	tetracycline	4	4
ERR3623424	Lan2020	azithromycin	0.125	0.125
ERR3623424	Lan2020	cefixime	0.047	0.047
ERR3623424	Lan2020	ceftriaxone	0.023	0.023
ERR3623424	Lan2020	ciprofloxacin	0.5	0.5
ERR3623424	Lan2020	penicillin	1	1
ERR3623424	Lan2020	spectinomycin	8	8
ERR3623424	Lan2020	tetracycline	24	24
ERR3623423	Lan2020	azithromycin	0.032	0.032
ERR3623423	Lan2020	cefixime	0.064	0.064
ERR3623423	Lan2020	ceftriaxone	0.032	0.032
ERR3623423	Lan2020	ciprofloxacin	16	16
ERR3623423	Lan2020	penicillin	0.19	0.19
ERR3623423	Lan2020	spectinomycin	8	8
ERR3623423	Lan2020	tetracycline	0.75	0.75
ERR3623422	Lan2020	azithromycin	0.25	0.25
ERR3623422	Lan2020	cefixime	0.032	0.032
ERR3623422	Lan2020	ceftriaxone	0.047	0.047
ERR3623422	Lan2020	ciprofloxacin	3	3
ERR3623422	Lan2020	penicillin	0.5	0.5
ERR3623422	Lan2020	spectinomycin	16	16
ERR3623422	Lan2020	tetracycline	48	48
ERR3623421	Lan2020	azithromycin	0.75	0.75
ERR3623421	Lan2020	cefixime	0.25	0.25
ERR3623421	Lan2020	ceftriaxone	0.094	0.094
ERR3623421	Lan2020	ciprofloxacin	>32	32
ERR3623421	Lan2020	penicillin	3	3
ERR3623421	Lan2020	spectinomycin	12	12
ERR3623421	Lan2020	tetracycline	3	3
ERR3623420	Lan2020	azithromycin	0.38	0.38
ERR3623420	Lan2020	cefixime	0.023	0.023
ERR3623420	Lan2020	ceftriaxone	0.016	0.016
ERR3623420	Lan2020	ciprofloxacin	0.5	0.5
ERR3623420	Lan2020	penicillin	0.5	0.5
ERR3623420	Lan2020	spectinomycin	12	12
ERR3623420	Lan2020	tetracycline	1	1
ERR3623419	Lan2020	azithromycin	0.25	0.25
ERR3623419	Lan2020	cefixime	0.032	0.032
ERR3623419	Lan2020	ceftriaxone	0.047	0.047
ERR3623419	Lan2020	ciprofloxacin	3	3
ERR3623419	Lan2020	penicillin	24	24
ERR3623419	Lan2020	spectinomycin	8	8
ERR3623419	Lan2020	tetracycline	>256	256
ERR3623418	Lan2020	azithromycin	0.25	0.25
ERR3623418	Lan2020	cefixime	0.047	0.047
ERR3623418	Lan2020	ceftriaxone	0.047	0.047
ERR3623418	Lan2020	ciprofloxacin	6	6
ERR3623418	Lan2020	penicillin	1	1
ERR3623418	Lan2020	spectinomycin	8	8
ERR3623418	Lan2020	tetracycline	64	64
ERR3623417	Lan2020	azithromycin	0.75	0.75
ERR3623417	Lan2020	cefixime	0.19	0.19
ERR3623417	Lan2020	ceftriaxone	0.094	0.094
ERR3623417	Lan2020	ciprofloxacin	24	24
ERR3623417	Lan2020	penicillin	2	2
ERR3623417	Lan2020	spectinomycin	12	12
ERR3623417	Lan2020	tetracycline	4	4
ERR3623416	Lan2020	azithromycin	1	1
ERR3623416	Lan2020	cefixime	0.094	0.094
ERR3623416	Lan2020	ceftriaxone	0.125	0.125
ERR3623416	Lan2020	ciprofloxacin	>32	32
ERR3623416	Lan2020	penicillin	1.5	1.5
ERR3623416	Lan2020	spectinomycin	12	12
ERR3623416	Lan2020	tetracycline	3	3
ERR3623415	Lan2020	azithromycin	0.75	0.75
ERR3623415	Lan2020	cefixime	0.094	0.094
ERR3623415	Lan2020	ceftriaxone	0.19	0.19
ERR3623415	Lan2020	ciprofloxacin	>32	32
ERR3623415	Lan2020	penicillin	2	2
ERR3623415	Lan2020	spectinomycin	12	12
ERR3623415	Lan2020	tetracycline	3	3
ERR3623414	Lan2020	azithromycin	2	2
ERR3623414	Lan2020	cefixime	0.047	0.047
ERR3623414	Lan2020	ceftriaxone	0.032	0.032
ERR3623414	Lan2020	ciprofloxacin	3	3
ERR3623414	Lan2020	penicillin	0.5	0.5
ERR3623414	Lan2020	spectinomycin	12	12
ERR3623414	Lan2020	tetracycline	256	256
ERR3623413	Lan2020	azithromycin	0.5	0.5
ERR3623413	Lan2020	cefixime	0.032	0.032
ERR3623413	Lan2020	ceftriaxone	0.023	0.023
ERR3623413	Lan2020	ciprofloxacin	3	3
ERR3623413	Lan2020	penicillin	0.38	0.38
ERR3623413	Lan2020	spectinomycin	16	16
ERR3623413	Lan2020	tetracycline	1.5	1.5
ERR3623412	Lan2020	azithromycin	1	1
ERR3623412	Lan2020	cefixime	0.032	0.032
ERR3623412	Lan2020	ceftriaxone	0.023	0.023
ERR3623412	Lan2020	ciprofloxacin	>32	32
ERR3623412	Lan2020	penicillin	>32	32
ERR3623412	Lan2020	spectinomycin	16	16
ERR3623412	Lan2020	tetracycline	3	3
ERR3623411	Lan2020	azithromycin	0.38	0.38
ERR3623411	Lan2020	cefixime	0.125	0.125
ERR3623411	Lan2020	ceftriaxone	0.047	0.047
ERR3623411	Lan2020	ciprofloxacin	>32	32
ERR3623411	Lan2020	penicillin	0.5	0.5
ERR3623411	Lan2020	spectinomycin	12	12
ERR3623411	Lan2020	tetracycline	>256	256
ERR3623410	Lan2020	azithromycin	0.38	0.38
ERR3623410	Lan2020	cefixime	0.064	0.064
ERR3623410	Lan2020	ceftriaxone	0.047	0.047
ERR3623410	Lan2020	ciprofloxacin	2	2
ERR3623410	Lan2020	penicillin	3	3
ERR3623410	Lan2020	spectinomycin	12	12
ERR3623410	Lan2020	tetracycline	32	32
ERR3623391	Lan2020	azithromycin	0.75	0.75
ERR3623391	Lan2020	cefixime	0.032	0.032
ERR3623391	Lan2020	ceftriaxone	0.032	0.032
ERR3623391	Lan2020	ciprofloxacin	>32	32
ERR3623391	Lan2020	penicillin	>32	32
ERR3623391	Lan2020	spectinomycin	12	12
ERR3623391	Lan2020	tetracycline	3	3
ERR3623390	Lan2020	azithromycin	0.19	0.19
ERR3623390	Lan2020	cefixime	0.064	0.064
ERR3623390	Lan2020	ceftriaxone	0.047	0.047
ERR3623390	Lan2020	ciprofloxacin	1.5	1.5
ERR3623390	Lan2020	penicillin	12	12
ERR3623390	Lan2020	spectinomycin	12	12
ERR3623390	Lan2020	tetracycline	64	64
ERR3623389	Lan2020	azithromycin	1	1
ERR3623389	Lan2020	cefixime	0.032	0.032
ERR3623389	Lan2020	ceftriaxone	0.064	0.064
ERR3623389	Lan2020	ciprofloxacin	>32	32
ERR3623389	Lan2020	penicillin	1	1
ERR3623389	Lan2020	spectinomycin	12	12
ERR3623389	Lan2020	tetracycline	3	3
ERR3623388	Lan2020	azithromycin	0.38	0.38
ERR3623388	Lan2020	cefixime	0.016	0.016
ERR3623388	Lan2020	ceftriaxone	0.023	0.023
ERR3623388	Lan2020	ciprofloxacin	>32	32
ERR3623388	Lan2020	penicillin	2	2
ERR3623388	Lan2020	spectinomycin	12	12
ERR3623388	Lan2020	tetracycline	2	2
ERR3623387	Lan2020	azithromycin	0.125	0.125
ERR3623387	Lan2020	cefixime	0.125	0.125
ERR3623387	Lan2020	ceftriaxone	0.047	0.047
ERR3623387	Lan2020	ciprofloxacin	24	24
ERR3623387	Lan2020	penicillin	8	8
ERR3623387	Lan2020	spectinomycin	12	12
ERR3623387	Lan2020	tetracycline	128	128
ERR3623386	Lan2020	azithromycin	0.25	0.25
ERR3623386	Lan2020	cefixime	0.125	0.125
ERR3623386	Lan2020	ceftriaxone	0.047	0.047
ERR3623386	Lan2020	ciprofloxacin	16	16
ERR3623386	Lan2020	penicillin	1.5	1.5
ERR3623386	Lan2020	spectinomycin	12	12
ERR3623386	Lan2020	tetracycline	1.5	1.5
ERR3623384	Lan2020	azithromycin	1	1
ERR3623384	Lan2020	cefixime	0.032	0.032
ERR3623384	Lan2020	ceftriaxone	0.047	0.047
ERR3623384	Lan2020	ciprofloxacin	>32	32
ERR3623384	Lan2020	penicillin	>32	32
ERR3623384	Lan2020	spectinomycin	24	24
ERR3623384	Lan2020	tetracycline	4	4
ERR3623383	Lan2020	azithromycin	0.19	0.19
ERR3623383	Lan2020	cefixime	0.19	0.19
ERR3623383	Lan2020	ceftriaxone	0.032	0.032
ERR3623383	Lan2020	ciprofloxacin	12	12
ERR3623383	Lan2020	penicillin	1	1
ERR3623383	Lan2020	spectinomycin	12	12
ERR3623383	Lan2020	tetracycline	1	1
ERR3623382	Lan2020	azithromycin	0.25	0.25
ERR3623382	Lan2020	cefixime	0.016	0.016
ERR3623382	Lan2020	ceftriaxone	0.016	0.016
ERR3623382	Lan2020	ciprofloxacin	0.5	0.5
ERR3623382	Lan2020	penicillin	0.25	0.25
ERR3623382	Lan2020	spectinomycin	12	12
ERR3623382	Lan2020	tetracycline	0.75	0.75
ERR3623381	Lan2020	azithromycin	0.5	0.5
ERR3623381	Lan2020	cefixime	0.047	0.047
ERR3623381	Lan2020	ceftriaxone	0.064	0.064
ERR3623381	Lan2020	ciprofloxacin	>32	32
ERR3623381	Lan2020	penicillin	0.75	0.75
ERR3623381	Lan2020	spectinomycin	8	8
ERR3623381	Lan2020	tetracycline	1.5	1.5
ERR3623380	Lan2020	azithromycin	0.19	0.19
ERR3623380	Lan2020	cefixime	<0.016	0.016
ERR3623380	Lan2020	ceftriaxone	0.004	0.004
ERR3623380	Lan2020	ciprofloxacin	0.5	0.5
ERR3623380	Lan2020	penicillin	32	32
ERR3623380	Lan2020	spectinomycin	16	16
ERR3623380	Lan2020	tetracycline	24	24
ERR3623379	Lan2020	azithromycin	0.125	0.125
ERR3623379	Lan2020	cefixime	0.19	0.19
ERR3623379	Lan2020	ceftriaxone	0.032	0.032
ERR3623379	Lan2020	ciprofloxacin	12	12
ERR3623379	Lan2020	penicillin	1	1
ERR3623379	Lan2020	spectinomycin	12	12
ERR3623379	Lan2020	tetracycline	1	1
ERR3623378	Lan2020	azithromycin	0.75	0.75
ERR3623378	Lan2020	cefixime	0.047	0.047
ERR3623378	Lan2020	ceftriaxone	0.064	0.064
ERR3623378	Lan2020	ciprofloxacin	32	32
ERR3623378	Lan2020	penicillin	1	1
ERR3623378	Lan2020	spectinomycin	8	8
ERR3623378	Lan2020	tetracycline	1	1
ERR3623377	Lan2020	azithromycin	0.38	0.38
ERR3623377	Lan2020	cefixime	0.032	0.032
ERR3623377	Lan2020	ceftriaxone	0.032	0.032
ERR3623377	Lan2020	ciprofloxacin	>32	32
ERR3623377	Lan2020	penicillin	0.75	0.75
ERR3623377	Lan2020	spectinomycin	12	12
ERR3623377	Lan2020	tetracycline	1.5	1.5
ERR3623376	Lan2020	azithromycin	0.75	0.75
ERR3623376	Lan2020	cefixime	0.064	0.064
ERR3623376	Lan2020	ceftriaxone	0.094	0.094
ERR3623376	Lan2020	ciprofloxacin	>32	32
ERR3623376	Lan2020	penicillin	1.5	1.5
ERR3623376	Lan2020	spectinomycin	12	12
ERR3623376	Lan2020	tetracycline	2	2
ERR3623375	Lan2020	azithromycin	0.25	0.25
ERR3623375	Lan2020	cefixime	0.023	0.023
ERR3623375	Lan2020	ceftriaxone	0.023	0.023
ERR3623375	Lan2020	ciprofloxacin	0.75	0.75
ERR3623375	Lan2020	penicillin	0.25	0.25
ERR3623375	Lan2020	spectinomycin	16	16
ERR3623375	Lan2020	tetracycline	0.75	0.75
ERR3623374	Lan2020	azithromycin	1.5	1.5
ERR3623374	Lan2020	cefixime	0.023	0.023
ERR3623374	Lan2020	ceftriaxone	0.023	0.023
ERR3623374	Lan2020	ciprofloxacin	32	32
ERR3623374	Lan2020	penicillin	0.5	0.5
ERR3623374	Lan2020	spectinomycin	16	16
ERR3623374	Lan2020	tetracycline	192	192
ERR3623373	Lan2020	azithromycin	0.19	0.19
ERR3623373	Lan2020	cefixime	0.016	0.016
ERR3623373	Lan2020	ceftriaxone	0.008	0.008
ERR3623373	Lan2020	ciprofloxacin	2	2
ERR3623373	Lan2020	penicillin	0.25	0.25
ERR3623373	Lan2020	spectinomycin	12	12
ERR3623373	Lan2020	tetracycline	24	24
ERR3623372	Lan2020	azithromycin	0.5	0.5
ERR3623372	Lan2020	cefixime	0.023	0.023
ERR3623372	Lan2020	ceftriaxone	0.023	0.023
ERR3623372	Lan2020	ciprofloxacin	>32	32
ERR3623372	Lan2020	penicillin	1	1
ERR3623372	Lan2020	spectinomycin	8	8
ERR3623372	Lan2020	tetracycline	1.5	1.5
ERR3623370	Lan2020	azithromycin	0.25	0.25
ERR3623370	Lan2020	cefixime	0.047	0.047
ERR3623370	Lan2020	ceftriaxone	0.047	0.047
ERR3623370	Lan2020	ciprofloxacin	8	8
ERR3623370	Lan2020	penicillin	3	3
ERR3623370	Lan2020	spectinomycin	12	12
ERR3623370	Lan2020	tetracycline	96	96
ERR3623368	Lan2020	azithromycin	0.19	0.19
ERR3623368	Lan2020	cefixime	0.19	0.19
ERR3623368	Lan2020	ceftriaxone	0.047	0.047
ERR3623368	Lan2020	ciprofloxacin	12	12
ERR3623368	Lan2020	penicillin	12	12
ERR3623368	Lan2020	spectinomycin	12	12
ERR3623368	Lan2020	tetracycline	96	96
ERR3623367	Lan2020	azithromycin	1	1
ERR3623367	Lan2020	cefixime	0.064	0.064
ERR3623367	Lan2020	ceftriaxone	0.032	0.032
ERR3623367	Lan2020	ciprofloxacin	16	16
ERR3623367	Lan2020	penicillin	1	1
ERR3623367	Lan2020	spectinomycin	16	16
ERR3623367	Lan2020	tetracycline	2	2
ERR3623366	Lan2020	azithromycin	1	1
ERR3623366	Lan2020	cefixime	0.016	0.016
ERR3623366	Lan2020	ceftriaxone	0.023	0.023
ERR3623366	Lan2020	ciprofloxacin	16	16
ERR3623366	Lan2020	penicillin	16	16
ERR3623366	Lan2020	spectinomycin	8	8
ERR3623366	Lan2020	tetracycline	2	2
ERR3623364	Lan2020	azithromycin	0.75	0.75
ERR3623364	Lan2020	cefixime	0.032	0.032
ERR3623364	Lan2020	ceftriaxone	0.047	0.047
ERR3623364	Lan2020	ciprofloxacin	>32	32
ERR3623364	Lan2020	penicillin	1	1
ERR3623364	Lan2020	spectinomycin	12	12
ERR3623364	Lan2020	tetracycline	2	2
ERR3623363	Lan2020	azithromycin	0.094	0.094
ERR3623363	Lan2020	cefixime	0.064	0.064
ERR3623363	Lan2020	ceftriaxone	0.023	0.023
ERR3623363	Lan2020	ciprofloxacin	4	4
ERR3623363	Lan2020	penicillin	6	6
ERR3623363	Lan2020	spectinomycin	16	16
ERR3623363	Lan2020	tetracycline	48	48
ERR3623361	Lan2020	azithromycin	0.125	0.125
ERR3623361	Lan2020	cefixime	<0.016	0.016
ERR3623361	Lan2020	ceftriaxone	0.003	0.003
ERR3623361	Lan2020	ciprofloxacin	2	2
ERR3623361	Lan2020	penicillin	>32	32
ERR3623361	Lan2020	spectinomycin	16	16
ERR3623361	Lan2020	tetracycline	32	32
ERR3623360	Lan2020	azithromycin	0.5	0.5
ERR3623360	Lan2020	cefixime	0.032	0.032
ERR3623360	Lan2020	ceftriaxone	0.032	0.032
ERR3623360	Lan2020	ciprofloxacin	6	6
ERR3623360	Lan2020	penicillin	0.5	0.5
ERR3623360	Lan2020	spectinomycin	12	12
ERR3623360	Lan2020	tetracycline	96	96
ERR3623359	Lan2020	azithromycin	0.25	0.25
ERR3623359	Lan2020	cefixime	0.19	0.19
ERR3623359	Lan2020	ceftriaxone	0.032	0.032
ERR3623359	Lan2020	ciprofloxacin	8	8
ERR3623359	Lan2020	penicillin	1	1
ERR3623359	Lan2020	spectinomycin	12	12
ERR3623359	Lan2020	tetracycline	1	1
ERR3623358	Lan2020	azithromycin	0.75	0.75
ERR3623358	Lan2020	cefixime	0.094	0.094
ERR3623358	Lan2020	ceftriaxone	0.094	0.094
ERR3623358	Lan2020	ciprofloxacin	>32	32
ERR3623358	Lan2020	penicillin	0.75	0.75
ERR3623358	Lan2020	spectinomycin	12	12
ERR3623358	Lan2020	tetracycline	2	2
ERR3623357	Lan2020	azithromycin	0.25	0.25
ERR3623357	Lan2020	cefixime	0.19	0.19
ERR3623357	Lan2020	ceftriaxone	0.047	0.047
ERR3623357	Lan2020	ciprofloxacin	12	12
ERR3623357	Lan2020	penicillin	1	1
ERR3623357	Lan2020	spectinomycin	12	12
ERR3623357	Lan2020	tetracycline	1	1
ERR3623356	Lan2020	azithromycin	0.064	0.064
ERR3623356	Lan2020	cefixime	0.064	0.064
ERR3623356	Lan2020	ceftriaxone	0.012	0.012
ERR3623356	Lan2020	ciprofloxacin	3	3
ERR3623356	Lan2020	penicillin	>32	32
ERR3623356	Lan2020	spectinomycin	8	8
ERR3623356	Lan2020	tetracycline	24	24
ERR3623355	Lan2020	azithromycin	0.19	0.19
ERR3623355	Lan2020	cefixime	0.19	0.19
ERR3623355	Lan2020	ceftriaxone	0.047	0.047
ERR3623355	Lan2020	ciprofloxacin	12	12
ERR3623355	Lan2020	penicillin	0.75	0.75
ERR3623355	Lan2020	spectinomycin	8	8
ERR3623355	Lan2020	tetracycline	0.75	0.75
ERR3623354	Lan2020	azithromycin	0.25	0.25
ERR3623354	Lan2020	cefixime	0.125	0.125
ERR3623354	Lan2020	ceftriaxone	0.023	0.023
ERR3623354	Lan2020	ciprofloxacin	12	12
ERR3623354	Lan2020	penicillin	1	1
ERR3623354	Lan2020	spectinomycin	12	12
ERR3623354	Lan2020	tetracycline	1	1
ERR3623353	Lan2020	azithromycin	0.25	0.25
ERR3623353	Lan2020	cefixime	0.094	0.094
ERR3623353	Lan2020	ceftriaxone	0.094	0.094
ERR3623353	Lan2020	ciprofloxacin	4	4
ERR3623353	Lan2020	penicillin	0.75	0.75
ERR3623353	Lan2020	spectinomycin	12	12
ERR3623353	Lan2020	tetracycline	1.5	1.5
ERR3623352	Lan2020	azithromycin	0.25	0.25
ERR3623352	Lan2020	cefixime	0.016	0.016
ERR3623352	Lan2020	ceftriaxone	0.023	0.023
ERR3623352	Lan2020	ciprofloxacin	24	24
ERR3623352	Lan2020	penicillin	1.5	1.5
ERR3623352	Lan2020	spectinomycin	12	12
ERR3623352	Lan2020	tetracycline	3	3
ERR3623237	Lan2020	azithromycin	0.047	0.047
ERR3623237	Lan2020	cefixime	0.032	0.032
ERR3623237	Lan2020	ceftriaxone	0.023	0.023
ERR3623237	Lan2020	ciprofloxacin	>32	32
ERR3623237	Lan2020	penicillin	0.25	0.25
ERR3623237	Lan2020	spectinomycin	8	8
ERR3623237	Lan2020	tetracycline	0.75	0.75
ERR3623236	Lan2020	azithromycin	0.5	0.5
ERR3623236	Lan2020	cefixime	0.032	0.032
ERR3623236	Lan2020	ceftriaxone	0.094	0.094
ERR3623236	Lan2020	ciprofloxacin	>32	32
ERR3623236	Lan2020	penicillin	1	1
ERR3623236	Lan2020	spectinomycin	8	8
ERR3623236	Lan2020	tetracycline	2	2
ERR3623235	Lan2020	azithromycin	0.25	0.25
ERR3623235	Lan2020	cefixime	0.016	0.016
ERR3623235	Lan2020	ceftriaxone	0.016	0.016
ERR3623235	Lan2020	ciprofloxacin	16	16
ERR3623235	Lan2020	penicillin	0.75	0.75
ERR3623235	Lan2020	spectinomycin	12	12
ERR3623235	Lan2020	tetracycline	1.5	1.5
ERR3623234	Lan2020	azithromycin	0.25	0.25
ERR3623234	Lan2020	cefixime	0.032	0.032
ERR3623234	Lan2020	ceftriaxone	0.064	0.064
ERR3623234	Lan2020	ciprofloxacin	>32	32
ERR3623234	Lan2020	penicillin	1	1
ERR3623234	Lan2020	spectinomycin	12	12
ERR3623234	Lan2020	tetracycline	2	2
ERR3623233	Lan2020	azithromycin	0.25	0.25
ERR3623233	Lan2020	cefixime	0.023	0.023
ERR3623233	Lan2020	ceftriaxone	0.047	0.047
ERR3623233	Lan2020	ciprofloxacin	12	12
ERR3623233	Lan2020	penicillin	1	1
ERR3623233	Lan2020	spectinomycin	12	12
ERR3623233	Lan2020	tetracycline	1	1
ERR3623232	Lan2020	azithromycin	1.5	1.5
ERR3623232	Lan2020	cefixime	<0.016	0.016
ERR3623232	Lan2020	ceftriaxone	<0.002	0.002
ERR3623232	Lan2020	ciprofloxacin	0.006	0.006
ERR3623232	Lan2020	penicillin	0.047	0.047
ERR3623232	Lan2020	spectinomycin	4	4
ERR3623232	Lan2020	tetracycline	0.25	0.25
ERR3623231	Lan2020	azithromycin	0.38	0.38
ERR3623231	Lan2020	cefixime	0.047	0.047
ERR3623231	Lan2020	ceftriaxone	0.064	0.064
ERR3623231	Lan2020	ciprofloxacin	>32	32
ERR3623231	Lan2020	penicillin	0.75	0.75
ERR3623231	Lan2020	spectinomycin	12	12
ERR3623231	Lan2020	tetracycline	>256	256
ERR3623230	Lan2020	azithromycin	0.5	0.5
ERR3623230	Lan2020	cefixime	0.047	0.047
ERR3623230	Lan2020	ceftriaxone	0.094	0.094
ERR3623230	Lan2020	ciprofloxacin	>32	32
ERR3623230	Lan2020	penicillin	1.5	1.5
ERR3623230	Lan2020	spectinomycin	12	12
ERR3623230	Lan2020	tetracycline	2	2
ERR3623229	Lan2020	azithromycin	0.047	0.047
ERR3623229	Lan2020	cefixime	<0.016	0.016
ERR3623229	Lan2020	ceftriaxone	0.004	0.004
ERR3623229	Lan2020	ciprofloxacin	6	6
ERR3623229	Lan2020	penicillin	0.19	0.19
ERR3623229	Lan2020	spectinomycin	12	12
ERR3623229	Lan2020	tetracycline	16	16
ERR3623228	Lan2020	azithromycin	0.25	0.25
ERR3623228	Lan2020	cefixime	0.064	0.064
ERR3623228	Lan2020	ceftriaxone	0.094	0.094
ERR3623228	Lan2020	ciprofloxacin	>32	32
ERR3623228	Lan2020	penicillin	1	1
ERR3623228	Lan2020	spectinomycin	8	8
ERR3623228	Lan2020	tetracycline	48	48
ERR3623227	Lan2020	azithromycin	0.38	0.38
ERR3623227	Lan2020	cefixime	0.032	0.032
ERR3623227	Lan2020	ceftriaxone	0.047	0.047
ERR3623227	Lan2020	ciprofloxacin	8	8
ERR3623227	Lan2020	penicillin	>32	32
ERR3623227	Lan2020	spectinomycin	12	12
ERR3623227	Lan2020	tetracycline	24	24
ERR3623226	Lan2020	azithromycin	0.19	0.19
ERR3623226	Lan2020	cefixime	<0.016	0.016
ERR3623226	Lan2020	ceftriaxone	0.012	0.012
ERR3623226	Lan2020	ciprofloxacin	>32	32
ERR3623226	Lan2020	penicillin	0.5	0.5
ERR3623226	Lan2020	spectinomycin	6	6
ERR3623226	Lan2020	tetracycline	1	1
ERR3623225	Lan2020	azithromycin	0.38	0.38
ERR3623225	Lan2020	cefixime	0.023	0.023
ERR3623225	Lan2020	ceftriaxone	0.016	0.016
ERR3623225	Lan2020	ciprofloxacin	4	4
ERR3623225	Lan2020	penicillin	>32	32
ERR3623225	Lan2020	spectinomycin	12	12
ERR3623225	Lan2020	tetracycline	16	16
ERR3623224	Lan2020	azithromycin	0.25	0.25
ERR3623224	Lan2020	cefixime	0.032	0.032
ERR3623224	Lan2020	ceftriaxone	0.064	0.064
ERR3623224	Lan2020	ciprofloxacin	>32	32
ERR3623224	Lan2020	penicillin	2	2
ERR3623224	Lan2020	spectinomycin	12	12
ERR3623224	Lan2020	tetracycline	1.5	1.5
ERR3623223	Lan2020	azithromycin	0.19	0.19
ERR3623223	Lan2020	cefixime	0.064	0.064
ERR3623223	Lan2020	ceftriaxone	0.094	0.094
ERR3623223	Lan2020	ciprofloxacin	>32	32
ERR3623223	Lan2020	penicillin	>32	32
ERR3623223	Lan2020	spectinomycin	16	16
ERR3623223	Lan2020	tetracycline	64	64
ERR3623222	Lan2020	azithromycin	0.38	0.38
ERR3623222	Lan2020	cefixime	0.016	0.016
ERR3623222	Lan2020	ceftriaxone	0.032	0.032
ERR3623222	Lan2020	ciprofloxacin	>32	32
ERR3623222	Lan2020	penicillin	1.5	1.5
ERR3623222	Lan2020	spectinomycin	12	12
ERR3623222	Lan2020	tetracycline	96	96
ERR3623221	Lan2020	azithromycin	0.19	0.19
ERR3623221	Lan2020	cefixime	0.047	0.047
ERR3623221	Lan2020	ceftriaxone	0.094	0.094
ERR3623221	Lan2020	ciprofloxacin	>32	32
ERR3623221	Lan2020	penicillin	1	1
ERR3623221	Lan2020	spectinomycin	12	12
ERR3623221	Lan2020	tetracycline	48	48
ERR3623220	Lan2020	azithromycin	0.38	0.38
ERR3623220	Lan2020	cefixime	0.023	0.023
ERR3623220	Lan2020	ceftriaxone	0.047	0.047
ERR3623220	Lan2020	ciprofloxacin	16	16
ERR3623220	Lan2020	penicillin	1	1
ERR3623220	Lan2020	spectinomycin	8	8
ERR3623220	Lan2020	tetracycline	0.75	0.75
ERR3623219	Lan2020	azithromycin	0.75	0.75
ERR3623219	Lan2020	cefixime	0.19	0.19
ERR3623219	Lan2020	ceftriaxone	0.19	0.19
ERR3623219	Lan2020	ciprofloxacin	>32	32
ERR3623219	Lan2020	penicillin	1	1
ERR3623219	Lan2020	spectinomycin	16	16
ERR3623219	Lan2020	tetracycline	1.5	1.5
ERR3623218	Lan2020	azithromycin	1	1
ERR3623218	Lan2020	cefixime	0.064	0.064
ERR3623218	Lan2020	ceftriaxone	0.25	0.25
ERR3623218	Lan2020	ciprofloxacin	>32	32
ERR3623218	Lan2020	penicillin	4	4
ERR3623218	Lan2020	spectinomycin	8	8
ERR3623218	Lan2020	tetracycline	3	3
ERR3623217	Lan2020	azithromycin	0.19	0.19
ERR3623217	Lan2020	cefixime	0.047	0.047
ERR3623217	Lan2020	ceftriaxone	0.064	0.064
ERR3623217	Lan2020	ciprofloxacin	>32	32
ERR3623217	Lan2020	penicillin	0.75	0.75
ERR3623217	Lan2020	spectinomycin	8	8
